revenuMensuel,montant,dureeMois,autresCharges,ancienneteMois,incidentsPaiement,fichageBam,score,approved
10161.07,438421.77,240,0,34,2,0,54,0
18548.67,278724.61,12,2296.32,37,0,0,22,0
5263.8,206519.19,60,0,62,0,1,0,0
12120.01,477013.11,120,0,85,0,0,64,1
18145.03,325371.05,240,0,51,0,0,97,1
20860.58,355181.56,120,0,92,3,0,67,1
7986.27,118017.52,60,0,42,1,0,64,1
24237.82,546599.94,12,0,49,0,0,28,0
14570.61,720120.08,60,0,110,0,0,23,0
19403.23,117759.59,60,0,18,0,0,92,1
12724.75,183943.33,12,0,91,0,0,22,0
8178.37,262891.02,48,911.84,30,3,0,0,0
9163.07,104185.0,120,0,15,2,0,67,1
21735.69,133082.59,60,0,61,0,0,100,1
9360.3,430194.01,24,0,99,0,0,20,0
21948.93,695718.04,48,0,93,1,0,19,0
30747.54,102593.2,12,0,114,0,0,87,1
19499.92,229885.11,36,1986.5,56,0,0,59,0
13092.73,531126.33,36,0,2,0,0,12,0
24320.87,532282.6,48,0,38,0,0,48,0
7260.95,287219.42,60,0,17,0,0,12,0
14724.1,424120.9,12,0,51,0,0,22,0
12601.98,286989.78,120,0,20,0,0,75,1
11837.75,250917.44,60,0,77,0,0,67,1
15066.67,40241.86,120,0,101,0,0,100,1
29039.15,662925.75,24,0,113,0,0,31,0
20560.97,320126.89,120,2687.95,68,0,0,82,1
14724.3,295219.37,48,0,34,0,0,50,0
13301.96,666494.88,240,0,55,3,0,47,0
26939.66,709253.4,60,0,109,0,0,55,0
24434.81,279306.99,36,0,54,0,0,80,1
26359.14,916436.4,60,0,93,1,0,22,0
15975.62,227353.99,120,0,43,0,0,90,1
12122.45,718927.14,36,0,61,0,0,22,0
7050.81,225110.57,240,0,24,0,0,75,1
12277.27,186919.23,48,0,80,0,0,72,1
28488.89,584375.66,24,0,39,0,0,28,0
17376.06,588199.65,36,0,82,0,0,25,0
16312.08,362135.19,48,0,72,0,0,45,0
5954.37,466509.48,24,2381.34,14,0,0,10,0
27418.67,125729.43,36,0,44,0,0,98,1
10781.8,399290.24,60,0,38,0,0,17,0
12027.8,94008.63,36,2692.81,98,0,0,54,0
17461.79,633361.52,12,0,96,2,0,7,0
6330.95,750395.49,48,0,63,0,0,18,0
8121.86,361453.6,24,0,51,0,0,18,0
12215.65,171288.7,12,0,3,0,0,13,0
7819.0,335006.95,48,0,107,0,0,19,0
17905.56,182648.17,60,0,71,0,0,91,1
14766.5,30228.88,36,0,114,0,0,100,1
11114.34,423770.6,36,0,69,0,0,21,0
28335.51,116068.84,24,1415.54,51,0,1,50,0
7237.28,817614.44,36,962.03,22,0,0,12,0
15432.25,430965.23,120,1459.75,57,0,0,70,1
9052.3,888965.41,60,992.74,58,0,0,20,0
20423.2,459167.59,36,0,32,2,0,4,0
21406.21,528768.6,120,0,10,0,0,78,1
18691.51,99781.82,12,2406.27,10,0,0,21,0
7520.23,467381.55,36,0,92,0,0,19,0
10787.13,644660.72,24,0,120,0,0,21,0
8726.57,284359.53,24,1238.9,7,0,0,10,0
10555.95,168526.44,60,1939.87,66,1,0,38,0
18345.28,124173.14,60,909.49,36,0,0,88,1
4563.14,386689.4,240,0,89,0,0,28,0
20914.54,121389.23,240,1941.72,106,0,1,58,0
12484.44,195587.64,12,0,18,0,0,15,0
23924.38,278076.01,12,2449.44,55,0,0,29,0
16047.36,84517.9,36,0,95,0,0,92,1
12631.92,116747.03,24,1323.39,21,0,0,36,0
11481.17,118434.04,240,2889.63,21,0,0,68,1
12364.71,583463.01,240,0,54,1,0,66,1
13261.07,621996.12,12,0,12,3,0,0,0
11752.89,531570.84,60,0,40,0,0,19,0
5452.73,287368.98,48,0,52,0,0,16,0
8900.03,779480.94,120,0,20,0,0,13,0
25792.4,223315.14,120,0,100,0,0,100,1
21095.81,146268.79,240,0,78,0,0,100,1
11300.02,666526.81,240,0,30,2,0,44,0
20204.59,445478.04,36,0,10,0,0,19,0
15835.17,444842.93,12,1632.44,99,1,1,0,0
19463.93,810846.62,240,0,109,0,0,84,1
9412.02,627172.01,120,0,43,0,0,17,0
11852.44,390935.92,12,1290.48,25,0,0,16,0
12279.2,355422.35,60,1079.79,99,0,0,22,0
20477.35,183184.27,48,1050.99,120,0,0,86,1
14720.1,674508.46,60,983.93,6,2,0,0,0
25270.95,454083.69,48,0,9,0,0,65,1
13052.61,490897.96,36,0,74,3,0,0,0
23853.92,796020.8,36,0,37,0,0,26,0
23870.79,89180.58,60,0,26,1,0,91,1
23413.15,118714.54,12,0,37,0,0,62,1
13417.68,775793.07,24,0,21,0,0,17,0
22298.33,102499.69,120,907.14,48,0,0,100,1
31601.94,16819.71,60,0,115,0,0,100,1
13276.91,138782.98,36,0,1,0,0,66,1
23653.15,253297.55,36,642.71,87,0,0,79,1
11602.55,200618.12,36,2092.51,61,0,0,21,0
10521.21,502211.92,48,1911.76,47,0,0,19,0
33884.29,162199.39,120,0,38,0,0,100,1
21004.03,464036.29,60,528.29,13,0,0,56,0
10221.59,537029.11,240,0,87,0,0,70,1
15926.65,475522.7,240,1761.42,86,0,0,78,1
6571.72,151129.67,12,1655.86,76,0,0,18,0
5407.19,52999.14,36,1502.41,11,0,0,16,0
5101.83,415290.63,24,956.93,38,0,0,13,0
12450.2,283318.92,240,0,38,0,0,87,1
11685.68,277450.29,12,1839.67,13,0,0,13,0
19051.58,206894.02,48,2681.68,57,0,0,72,1
9329.16,148976.89,60,0,28,0,0,69,1
19193.39,627129.4,240,0,33,0,0,85,1
24811.54,110642.72,24,0,51,0,0,93,1
9805.73,244317.87,36,0,113,2,0,2,0
15247.27,700659.34,24,0,120,2,0,6,0
4963.41,675262.49,24,0,6,0,0,8,0
19618.78,545003.8,120,0,54,1,0,72,1
5817.78,402699.29,120,0,110,0,0,18,0
18609.95,207477.63,120,0,104,0,0,98,1
16375.35,472353.6,24,1454.41,7,0,0,16,0
32800.79,597885.55,60,1237.18,53,1,0,68,1
7023.62,671029.3,36,0,109,0,0,18,0
6958.73,667204.85,240,2745.03,89,0,0,18,0
22278.82,79618.82,48,0,114,0,0,100,1
18277.87,506001.08,60,0,91,0,1,3,0
8081.14,536553.6,12,1043.66,34,0,0,15,0
22861.69,214829.86,120,0,9,0,0,95,1
23579.44,628249.93,24,0,18,1,0,13,0
19689.53,399986.36,240,714.42,42,0,0,91,1
26169.72,223467.38,12,0,34,0,0,27,0
19869.98,471235.67,60,0,11,0,0,54,0
26329.18,203215.2,36,0,115,0,0,92,1
14269.07,856259.13,24,0,104,0,0,23,0
17691.6,195509.63,48,1710.61,80,0,0,75,1
17693.91,644623.52,120,1358.65,45,0,0,54,0
7254.22,414113.41,12,0,49,0,0,17,0
8632.62,453163.86,48,0,23,0,0,13,0
12973.75,353964.64,24,0,30,0,0,17,0
8047.03,97398.91,24,0,71,0,1,0,0
31990.37,407573.39,24,0,34,0,0,36,0
14429.4,370776.52,60,0,89,0,0,49,0
20036.02,186889.63,240,0,44,0,0,100,1
17737.06,759178.31,60,630.15,72,0,0,25,0
10116.85,401098.38,36,0,12,0,1,0,0
12947.53,706504.53,240,0,8,0,0,62,1
22754.99,178909.85,60,0,23,1,0,83,1
22957.31,294993.53,240,0,69,0,0,100,1
31969.54,106666.24,60,0,103,0,0,100,1
23173.34,402227.25,12,1887.55,91,0,1,0,0
14399.28,441242.82,60,0,24,0,0,22,0
15733.66,653548.47,12,2332.81,21,1,0,9,0
9042.3,375116.19,24,0,18,0,0,13,0
15015.85,226776.88,12,0,12,2,0,0,0
8220.22,172380.53,12,0,31,0,0,14,0
8599.15,17570.98,120,0,77,0,0,100,1
14209.62,207878.33,120,918.09,73,0,0,85,1
19976.71,606570.27,120,0,45,2,0,60,1
8778.62,261822.51,36,1302.32,55,0,0,19,0
14221.82,69524.51,120,0,63,0,0,100,1
13041.42,341204.42,60,521.93,76,0,0,37,0
20618.71,532341.22,24,0,47,0,0,25,0
5416.61,277285.63,60,0,39,1,0,5,0
30693.77,167680.13,120,0,31,0,0,100,1
18445.58,252875.71,24,0,48,0,0,24,0
12178.36,649643.71,12,0,48,0,0,20,0
21105.82,137729.64,120,0,87,0,0,100,1
6257.0,750868.55,36,2033.13,90,0,1,0,0
15498.5,110064.68,24,0,104,2,0,59,0
7273.33,562438.15,12,957.25,57,1,0,10,0
9398.16,426097.89,12,0,110,3,0,0,0
22195.8,161036.14,24,0,75,0,0,81,1
24134.99,290346.01,12,2740.23,48,0,0,28,0
20205.26,562724.32,240,0,114,3,0,66,1
27277.99,84562.07,24,0,107,0,0,100,1
8970.56,275656.4,240,1763.71,42,0,0,62,1
12241.64,139161.1,36,0,18,0,0,66,1
12443.97,604800.68,24,0,39,0,0,19,0
21697.73,559373.67,12,1432.77,64,2,0,10,0
12586.86,153299.5,36,0,73,0,0,70,1
21839.93,86086.09,24,1442.19,5,0,0,79,1
20091.35,787830.56,24,0,24,0,0,21,0
10241.6,409794.22,120,1799.12,27,1,0,7,0
9206.86,506795.35,36,0,49,0,0,18,0
13843.96,530444.83,240,0,112,0,0,82,1
17996.44,108914.23,240,1037.26,54,0,0,99,1
10118.56,658473.17,60,1621.32,114,0,0,20,0
8693.41,281362.08,24,0,88,0,1,0,0
29732.29,340376.29,36,0,82,0,0,81,1
12062.94,462892.11,60,0,120,1,1,0,0
9349.19,189871.8,12,0,26,0,0,14,0
7557.27,141066.2,48,0,16,0,0,51,0
11696.79,827823.91,60,1656.16,72,0,0,21,0
6970.81,101650.23,240,2629.93,86,0,0,47,0
8413.25,125474.18,36,905.31,72,0,0,29,0
11176.5,228416.6,36,0,114,0,0,21,0
34223.28,236147.2,48,2537.41,93,3,0,65,1
22031.24,127533.55,48,0,95,2,1,39,0
13507.79,769313.77,60,0,51,0,0,22,0
23620.54,375666.98,24,2843.83,74,1,0,20,0
22008.26,81647.35,24,1759.97,43,0,0,85,1
26434.46,201412.83,240,0,99,2,0,91,1
13247.96,212690.68,240,2238.67,95,0,0,79,1
6671.73,232953.38,12,0,98,0,0,18,0
25548.39,74128.56,24,0,5,2,0,75,1
15347.74,196947.45,24,0,69,0,0,33,0
24931.48,844843.53,240,0,57,1,0,83,1
8454.19,234356.34,36,0,86,0,0,19,0
16233.12,576298.4,120,2905.55,95,0,0,35,0
9016.33,250346.0,12,2781.24,19,2,0,0,0
6566.6,450117.16,120,0,50,0,0,16,0
15773.11,261930.44,120,2797.79,76,0,0,74,1
12960.93,83155.86,36,0,33,0,0,83,1
20840.44,259240.67,24,1213.48,86,0,0,28,0
17426.27,78197.56,240,0,119,0,0,100,1
7919.3,145433.4,240,0,22,0,0,85,1
10975.72,418553.25,36,0,111,0,0,21,0
14662.17,510856.37,60,0,47,1,0,12,0
26552.39,361795.02,24,0,70,0,0,32,0
11339.29,329951.78,240,0,66,0,0,86,1
29756.21,43680.19,24,0,86,0,0,100,1
11604.21,147053.0,120,0,12,0,0,83,1
15162.93,153002.39,120,0,4,0,0,88,1
19180.56,342958.22,240,2488.66,26,0,0,80,1
21069.5,197252.89,60,0,17,0,0,87,1
12397.87,162341.77,240,0,108,3,0,70,1
21150.43,528414.05,120,0,59,0,0,86,1
17497.73,59365.07,240,0,5,0,0,97,1
12849.7,455421.36,240,0,104,0,0,83,1
24182.46,653061.26,12,1121.26,71,0,0,30,0
14068.45,221905.32,120,0,47,0,0,88,1
12328.29,435247.08,240,859.02,10,0,0,69,1
9181.07,280640.42,120,1901.71,77,2,0,18,0
30737.3,493992.79,60,0,35,0,0,81,1
5372.95,575045.44,120,765.26,12,0,1,0,0
8990.8,396238.58,240,0,110,0,0,76,1
18316.82,377121.12,24,0,4,1,0,8,0
10014.73,121413.92,48,2554.97,30,2,0,12,0
13731.07,564408.81,24,0,29,0,0,18,0
13851.48,363863.57,24,0,79,0,0,23,0
9307.09,417920.85,48,0,74,0,0,20,0
23712.36,680943.54,24,1113.28,36,0,0,25,0
16138.77,387678.22,36,0,87,1,0,15,0
13402.87,545174.54,12,0,10,2,0,0,0
24229.91,261222.87,24,0,21,0,0,53,0
10739.71,471711.47,48,0,117,0,0,21,0
16631.59,205588.15,24,0,10,0,0,30,0
22664.94,302393.48,36,0,70,0,0,74,1
21800.6,513916.09,36,0,88,0,0,28,0
12202.37,984630.23,24,0,84,0,0,22,0
27906.16,54914.69,36,0,16,0,0,100,1
7214.96,127002.92,12,0,30,0,0,13,0
24437.68,481655.91,36,0,92,0,0,32,0
16369.34,591929.32,240,0,11,0,0,78,1
14013.96,304173.48,36,0,103,1,0,14,0
32052.01,206736.71,48,0,39,0,0,97,1
29074.25,138112.9,24,0,15,0,0,87,1
6614.42,300358.31,240,2656.72,16,0,0,11,0
20953.67,89290.77,240,0,93,0,0,100,1
18764.91,709923.84,60,2061.29,98,0,1,0,0
9946.56,461756.31,12,820.61,97,1,0,11,0
10134.64,332301.87,120,523.52,9,1,0,48,0
9873.04,298999.27,24,0,117,0,0,20,0
33986.58,175380.94,60,0,119,0,0,100,1
19164.58,291214.42,240,0,58,0,0,100,1
16469.05,217790.61,48,0,85,0,0,79,1
5465.16,303731.4,60,0,34,0,0,13,0
20969.46,786106.26,120,0,20,0,0,66,1
11775.29,598004.56,24,0,9,0,1,0,0
18200.41,402547.16,48,0,49,1,1,0,0
7742.47,454870.89,48,892.46,5,0,0,10,0
4608.03,871053.5,120,0,57,0,0,17,0
14570.21,286847.17,12,0,40,0,0,20,0
18826.39,106644.79,240,0,46,0,0,100,1
13844.91,436599.62,240,0,78,0,0,86,1
20634.33,64583.93,36,0,105,0,0,100,1
25292.53,791700.84,24,0,21,3,0,0,0
8135.16,260714.03,24,0,100,0,0,19,0
7364.31,568582.67,48,2804.89,118,2,1,0,0
14595.47,254550.71,240,0,45,0,0,93,1
8225.92,457134.76,12,0,97,0,0,19,0
7412.47,365479.73,48,704.16,109,0,0,19,0
27796.07,201527.03,60,0,102,0,0,100,1
21207.97,865671.24,24,2652.0,77,0,0,28,0
8371.42,354253.02,48,0,1,0,0,9,0
26229.27,433104.81,240,2058.31,85,0,0,96,1
10040.38,26628.74,12,2372.07,106,0,0,51,0
8081.43,683234.19,36,2114.82,48,0,0,17,0
14376.99,365375.84,24,2186.75,15,0,0,16,0
21562.19,286612.25,120,1743.65,75,2,0,72,1
15943.21,251269.49,24,0,104,1,0,15,0
18674.87,193996.83,120,0,68,0,0,99,1
13533.08,286337.71,12,0,1,0,0,13,0
17071.12,914253.04,60,0,48,0,0,23,0
6069.96,112981.19,48,2431.28,43,0,0,15,0
10706.4,59068.14,60,1581.31,55,0,0,79,1
21443.42,845358.97,24,0,15,0,0,21,0
6185.89,213596.65,240,1263.22,2,0,0,46,0
7851.24,444002.87,36,2755.35,40,3,0,0,0
20381.19,253647.07,36,0,75,0,0,75,1
19807.7,239410.92,60,2526.27,88,0,0,76,1
12901.54,614197.36,12,0,89,0,0,22,0
17030.18,169425.58,12,1051.92,36,2,0,3,0
9224.12,171956.55,120,0,109,1,0,75,1
22895.17,147965.71,24,2921.51,113,0,0,72,1
17196.88,228407.79,36,0,66,0,0,70,1
6935.4,192658.38,120,0,68,0,0,73,1
20862.41,334662.17,48,0,52,0,0,75,1
21192.29,81655.62,120,0,27,0,0,100,1
14942.65,353292.86,240,0,68,0,0,92,1
11903.44,197885.35,48,0,33,0,0,65,1
31642.36,656182.86,12,0,43,0,0,28,0
8705.49,453489.07,36,0,21,0,0,13,0
14430.18,820615.38,36,0,99,0,0,23,0
6641.19,238942.12,48,0,100,0,0,18,0
19834.91,198441.96,240,0,94,1,0,95,1
19397.46,458240.7,24,0,62,0,0,27,0
15635.78,876693.17,48,0,14,0,0,16,0
17454.22,93993.39,48,0,7,2,0,69,1
12077.27,836227.83,60,0,117,0,0,22,0
6432.59,594349.89,36,2669.26,113,3,0,0,0
11972.31,281169.85,48,2247.04,92,0,0,22,0
13437.05,430401.97,240,2963.24,43,0,0,58,0
6808.68,297166.48,240,0,85,0,0,74,1
7583.24,556727.7,12,1903.11,9,0,0,11,0
14345.52,388311.24,240,0,114,0,1,48,0
17076.13,142585.17,48,0,112,0,0,90,1
8381.29,545809.21,48,0,34,0,0,15,0
15770.18,275129.61,12,944.62,64,0,0,24,0
21795.6,302825.5,36,0,99,1,0,61,1
10013.05,84937.86,60,2497.76,47,0,0,61,1
8014.87,265977.67,12,2120.14,16,0,0,12,0
21969.23,638751.57,24,0,73,0,1,0,0
31721.22,555195.76,12,0,111,1,0,22,0
25413.32,334090.76,60,0,114,0,0,91,1
9807.19,248155.09,12,0,1,0,0,10,0
10488.35,433199.22,24,2964.43,24,0,0,15,0
14728.0,170524.27,120,1510.11,68,0,0,85,1
24150.0,615257.0,12,0,44,0,0,27,0
8444.44,916614.08,24,828.65,80,0,0,19,0
16532.32,393277.68,36,0,78,0,1,0,0
19870.65,308225.8,240,0,75,1,0,91,1
27005.62,502219.44,120,0,55,0,0,94,1
10397.88,291711.39,36,0,39,0,0,18,0
18010.87,831929.67,12,0,65,0,0,26,0
25315.54,249556.9,24,0,106,0,0,69,1
9717.83,99265.74,120,1864.46,91,0,0,75,1
16555.11,263357.51,60,2333.62,17,0,0,54,0
20449.55,25445.37,12,0,85,0,0,100,1
14632.37,165007.49,24,0,93,0,0,47,0
10311.08,401533.74,48,0,50,0,1,0,0
32141.53,812373.64,12,0,47,0,1,0,0
19578.27,466859.18,60,0,75,0,0,61,1
10958.19,284875.94,24,2014.78,52,2,1,0,0
17767.89,82742.33,24,701.33,6,0,0,77,1
31275.84,317094.45,12,0,20,0,0,24,0
22491.82,245722.16,12,0,96,0,0,29,0
12479.41,215967.21,36,0,89,3,0,14,0
23169.33,93963.83,36,0,23,0,0,94,1
9487.62,296699.05,60,0,23,0,0,17,0
12913.73,549746.05,120,0,73,3,1,0,0
5131.61,119006.79,24,0,97,0,0,17,0
14732.67,210411.4,36,598.42,113,1,0,44,0
8490.56,435514.3,12,0,54,0,0,18,0
16867.03,28879.2,36,0,105,0,0,100,1
7690.66,317088.26,60,0,8,0,0,10,0
21524.91,64646.85,12,1161.59,19,0,0,74,1
17344.23,139289.18,36,0,13,0,0,77,1
17315.28,174280.75,24,0,108,0,0,61,1
8831.21,204452.27,240,867.99,25,0,0,73,1
15684.82,119385.99,120,2476.43,40,0,0,81,1
8267.64,466553.14,120,0,120,0,0,20,0
12725.76,565756.92,36,2763.87,10,0,0,14,0
11902.19,150001.75,24,1422.75,22,0,0,16,0
14887.83,560219.24,120,0,52,0,0,68,1
10826.56,729618.24,12,0,73,0,0,21,0
14821.31,432975.67,120,1877.24,50,0,0,59,0
7528.12,624718.97,240,0,87,1,0,23,0
17110.46,33908.36,60,0,109,0,0,100,1
7003.07,744973.47,240,0,117,2,0,0,0
31438.64,90713.95,48,0,13,0,0,100,1
16265.13,796099.11,48,834.43,59,0,0,25,0
20670.38,727621.01,120,0,86,0,0,75,1
8574.85,536478.29,24,0,94,3,0,0,0
7697.53,139916.42,60,0,85,0,0,70,1
6704.03,407310.52,120,0,29,2,0,0,0
10067.42,382457.1,24,0,12,0,0,12,0
7683.52,609523.43,24,0,22,0,0,13,0
22685.71,761292.11,36,0,54,1,0,19,0
14127.89,617090.97,12,0,103,0,0,23,0
11652.85,385990.94,48,0,45,0,0,19,0
22613.73,459425.89,36,0,108,0,0,29,0
16109.22,265590.38,120,0,108,0,0,91,1
10077.51,318661.77,120,0,77,0,0,71,1
25269.76,403212.8,120,0,88,0,0,98,1
22294.99,178967.14,36,0,27,0,0,84,1
14148.73,621744.26,24,0,43,0,0,20,0
12125.69,665720.55,36,0,97,0,0,22,0
10231.13,618809.03,240,0,109,0,0,66,1
21531.59,97740.5,36,0,23,0,0,92,1
32221.91,526091.72,48,0,61,0,0,78,1
12438.67,214992.52,48,0,104,0,0,67,1
17273.17,252674.4,60,0,45,0,1,39,0
13108.09,803342.44,60,0,17,1,0,6,0
12465.63,139241.81,24,0,33,0,0,43,0
25283.72,512012.94,120,0,111,0,1,53,0
7458.14,756662.71,48,1477.32,46,0,0,17,0
9989.71,40558.19,36,0,60,0,0,91,1
17237.9,378483.53,24,0,40,3,0,0,0
28646.94,289347.1,240,0,31,0,0,100,1
23100.19,330255.63,48,2561.5,104,2,0,47,0
15702.35,504670.85,36,1025.63,42,2,0,3,0
32469.46,261610.94,60,0,44,0,0,97,1
17799.22,330892.91,12,0,9,0,0,18,0
29198.65,217889.58,120,0,11,0,0,99,1
19780.17,250905.75,12,0,115,0,0,27,0
12705.05,607672.03,48,0,4,0,0,13,0
30482.29,380253.96,120,0,58,1,0,93,1
9246.09,268394.96,60,2041.92,7,0,0,11,0
15568.43,296609.15,120,2961.86,110,0,0,70,1
6547.52,556731.47,240,0,51,0,0,27,0
5274.59,175761.57,240,0,100,0,0,79,1
18354.54,187925.0,24,1133.73,31,2,1,0,0
18107.35,157410.66,24,0,61,0,0,73,1
13190.52,418615.58,120,2489.2,24,0,0,33,0
4933.62,488412.53,48,0,42,0,0,14,0
20012.86,601184.34,240,0,33,0,0,87,1
18545.6,277499.6,240,0,37,0,0,96,1
22413.15,646661.38,120,0,34,0,0,79,1
22303.59,353503.59,240,734.78,76,0,0,99,1
27127.99,176576.77,240,0,57,1,1,60,1
18920.83,627942.65,120,0,112,0,0,76,1
18031.78,392938.73,36,0,36,0,0,22,0
19991.45,817328.58,240,0,40,0,0,82,1
12735.5,201839.94,240,0,50,1,0,84,1
4769.91,765535.18,24,2355.16,98,0,0,17,0
9781.4,99247.01,12,0,41,0,0,17,0
9806.71,281514.07,240,0,79,3,0,58,0
7578.82,193353.01,24,2365.38,3,3,0,0,0
15012.91,639195.59,60,0,40,0,1,0,0
13059.9,283917.18,36,0,26,0,0,16,0
11408.28,166914.63,24,0,103,0,0,21,0
27675.93,519777.26,120,0,108,2,0,77,1
9669.49,148885.98,24,0,72,2,0,2,0
11109.69,132265.94,12,0,20,0,0,14,0
22109.52,224618.62,240,884.66,90,0,0,100,1
30002.91,309702.5,120,2210.69,104,0,0,97,1
10270.67,122156.18,24,0,58,0,1,0,0
21824.86,230006.89,60,0,13,0,0,84,1
7171.79,462788.3,36,1437.97,21,0,0,12,0
12129.43,753613.81,36,508.74,93,0,0,22,0
16258.18,443798.44,12,1961.45,7,1,0,7,0
12497.21,243993.66,24,0,26,1,0,7,0
6237.75,339428.17,120,0,62,0,0,24,0
25800.07,390183.13,36,0,18,0,0,57,0
9725.58,478908.73,24,0,23,0,0,14,0
19103.43,312119.6,48,0,54,0,0,72,1
27755.78,102080.91,36,0,42,1,0,92,1
19948.93,113907.48,24,0,102,0,0,86,1
25935.52,355406.78,240,2130.08,6,0,0,89,1
14493.83,743961.32,12,2965.28,92,0,0,23,0
6726.62,527984.91,240,1565.43,87,0,0,18,0
8256.06,449458.78,24,0,59,0,0,19,0
27260.9,203164.46,36,0,47,0,0,91,1
11057.49,123049.34,24,0,3,0,0,37,0
10845.65,125950.28,24,0,29,1,0,28,0
15391.93,225009.04,240,1960.81,37,0,0,82,1
7167.84,252667.64,36,0,51,0,0,17,0
8582.57,411743.05,48,2226.24,95,0,0,19,0
13213.02,852808.96,12,0,73,0,0,22,0
34492.19,740133.28,120,0,65,2,0,75,1
8054.34,534328.18,60,0,56,0,0,18,0
14813.86,403896.93,12,1101.06,65,0,0,24,0
24414.12,161644.52,120,2153.56,12,0,0,90,1
26125.11,718773.33,60,0,67,1,0,41,0
5201.06,130101.75,36,0,39,1,0,5,0
22171.5,471131.04,24,1326.87,34,0,0,24,0
10695.78,859808.52,240,1447.72,66,0,0,21,0
11548.73,166141.41,60,1890.78,112,0,0,58,0
11305.35,472143.26,24,0,1,0,0,11,0
6544.57,474242.69,12,2077.75,52,0,0,17,0
5233.49,557582.52,36,0,90,0,0,17,0
6694.43,318180.56,48,0,67,3,0,0,0
7891.35,506372.46,120,0,98,0,0,19,0
32105.77,133793.02,12,733.97,86,0,0,78,1
24590.2,502673.94,60,0,35,0,0,72,1
12706.97,593771.09,120,0,38,0,0,42,0
25801.13,816140.59,36,1510.06,113,0,0,31,0
16086.72,383632.5,60,0,24,0,0,52,0
10977.13,518670.36,48,0,21,0,0,15,0
22791.9,573828.79,48,1597.1,113,0,0,29,0
10068.03,552102.69,36,0,86,0,0,20,0
22279.04,493227.27,36,0,61,0,0,29,0
20333.18,219017.23,24,0,60,0,0,56,0
10258.77,105467.63,12,0,40,0,0,18,0
5846.28,473440.08,60,0,57,0,0,18,0
21156.02,274479.5,48,0,6,0,0,74,1
14253.85,453027.83,24,2582.71,10,0,0,15,0
19934.12,912585.23,60,0,69,0,0,27,0
11449.3,646154.06,240,2311.27,2,0,0,18,0
8428.59,518729.0,24,2561.62,89,0,0,19,0
10062.96,241052.03,60,1410.37,25,0,0,16,0
25095.02,541419.15,12,0,27,0,0,25,0
9668.44,600279.75,60,0,8,0,0,11,0
22992.44,142523.12,24,1433.8,86,0,0,80,1
8142.84,268960.52,48,0,115,0,0,19,0
16788.76,148840.52,12,2386.22,83,0,0,25,0
9736.49,88407.04,24,1466.97,115,0,0,32,0
14571.98,371726.65,240,2934.65,17,1,0,55,0
5027.62,144297.71,24,0,63,3,0,0,0
10698.58,685168.58,48,0,113,0,0,21,0
13028.57,471740.52,24,0,40,0,0,19,0
24394.54,205942.44,36,1536.42,83,1,0,74,1
5796.42,352223.12,24,0,113,0,0,18,0
8526.08,853119.18,36,709.32,24,0,0,13,0
24267.25,273735.06,240,0,104,0,0,100,1
25779.98,370763.14,48,2200.18,25,0,0,66,1
19597.03,714875.55,120,0,24,0,0,67,1
10677.0,59595.05,120,1201.93,95,0,0,88,1
22642.51,97803.57,48,0,65,0,0,100,1
10557.46,498964.24,36,0,108,0,1,0,0
14688.79,744799.11,36,0,46,0,0,21,0
10000.52,543551.12,12,0,41,0,0,17,0
12965.69,901362.71,36,0,56,0,0,21,0
9838.9,771125.12,48,0,60,1,0,11,0
10992.4,276475.8,48,0,78,1,1,0,0
14050.77,210565.85,120,0,47,0,0,89,1
6546.88,478670.72,48,0,40,0,0,15,0
16875.78,697735.35,48,0,109,0,0,25,0
24166.59,700351.13,240,0,42,0,0,92,1
23713.03,248735.85,240,0,107,0,0,100,1
25359.87,232817.68,120,0,90,0,0,100,1
19194.67,185380.07,60,0,103,0,1,51,0
17902.86,321402.45,48,0,32,0,0,63,1
22075.06,427072.65,240,878.54,57,0,0,95,1
28790.01,626120.17,12,0,78,0,0,31,0
6034.6,617492.17,48,0,107,3,0,0,0
19677.09,538284.78,60,1912.91,32,1,0,13,0
7980.43,94321.47,12,0,67,3,0,0,0
15675.75,960214.66,48,0,14,0,1,0,0
29185.07,515175.64,48,1876.58,67,0,0,60,1
18875.75,200636.98,24,1985.71,43,3,0,3,0
27138.68,260700.3,120,0,82,0,0,100,1
6123.36,251432.64,48,1274.55,63,0,0,18,0
14947.91,599107.38,12,0,21,0,1,0,0
21375.76,395762.16,60,0,45,0,0,76,1
23923.51,473298.76,36,1805.21,72,3,0,3,0
8583.83,547692.57,120,0,29,2,0,0,0
20339.97,109167.37,24,0,78,0,0,88,1
6458.76,316154.44,120,2606.02,98,0,0,18,0
11155.28,185437.48,120,0,43,0,0,84,1
23996.44,73897.23,240,0,76,0,0,100,1
12881.1,142868.71,48,2435.97,6,0,0,48,0
26445.44,257225.14,60,1693.13,51,0,0,90,1
13225.82,724258.01,60,0,21,2,0,0,0
20241.26,156311.69,12,2191.56,53,0,0,26,0
8768.06,541882.67,24,0,101,0,0,20,0
16600.75,236293.11,60,0,76,0,0,83,1
14405.16,65390.48,240,1137.74,66,0,0,96,1
8556.97,796808.33,12,0,99,0,0,19,0
24690.53,888184.94,12,0,47,0,0,28,0
16041.14,273171.52,24,0,38,0,0,20,0
12468.08,203909.3,12,0,97,0,0,22,0
25135.39,340275.22,24,0,118,0,0,32,0
